full_text,sentiment,clean_text
@imrss__ @imrss__ maaf yah kak re. untuk kendala akses aplikasi mytelkomsel silakan uninstall aplikasi lalu install kembali dengan versi terbaru ya. jika masih berkendala infoin nomor hp tipe perangkat versi os ke dm supaya bisa dibantu cek lebih lanjut. makasih -frey,negatif,re kendala akses aplikasi mytelkomsel uninstall aplikasi install terbaru tipe perangkat o
kak @telkomsel aplikasi my telkomsel lgi error kah?? soalnya gk bisa dibuka dr pagk lhooo,negatif,aplikasi my lgi error kah gk dibuka pagk lhooo
disini santa mirip jaehyuk .,netral,santa jaehyuk
@girlsloveprimii sepertinya ia.. sedang bertarung,netral,bertarung
@akatszushi hai kak akai -dhea,netral,akai
@flubffey kalo kak @flubffey biasa aktifin paket yang berapa gb? coba kepoin lagi pilihan paket di mytelkomsel nya yuk masih ada penawaran paket menariknya loh -dhea,positif,aktifin paket kepoin pilihan paket mytelkomsel penawaran paket menariknya loh
ternyata kita sama ya sam. apa kita adek kakak,netral,sam adek
@kemkomdigi tolong @kemkomdigi kick @telkomsel terlalu banyak spam sangat mengganggu https://t.co/c1f09t2lny,negatif,kick spam mengganggu
@happyyfools @happyyfools maafin kak jun kalo sinyalnya masih berkendala hayuk infoin dulu kelengkapan data yang ada di dm untuk pengecekan lebih lanjut :) -frey,negatif,jun sinyalnya hayuk kelengkapan data pengecekan
@renjungantengbg hhhmmmnn lokasinya dimana ini kak nayla? kalo sinyalnya dapet berapa bar? -dhea,netral,hhhmmmnn lokasinya dimana nayla sinyalnya dapet bar
@brayzenminovan eh gw jg mau dong bilangin ke akun @migreenisme juga,netral,eh gw jg bilangin akun
@moonifyville mohon maaf ya kak nessaa. untuk kendala pulsa terpotong yuk infoin nomor hp pulsa awal dan akhir setelah terpotong ke dm biar dicek dan data aman. makasih -micha,negatif,nessaa kendala pulsa terpotong pulsa terpotong dicek data aman
@dyowma_ @dyowma_ dibantu lebih lanjut untuk reaktivasinya ya kak ama silakan infoin nomor telkomselnya di dm ada rekan kami yang akan bantu disana makasih. -nabil,netral,reaktivasinya ama telkomselnya rekan disana
@happyyfools kalo sekarang sinyalnya masih berkendala ga kak jun? -dhea,netral,sinyalnya jun
@telkomsel jaringan tercepat kepala lu peyang anjing,netral,jaringan tercepat kepala lu peyang anjing
@6321ppssttm4y0 duuuh maaf ya kak...ga bisa internet atau koneksi lambat nih kak @6321ppssttm4y0? -dhea,negatif,duuuh kakga internet koneksi lambat
@dyowma_ @addictedgarpit @dyowma_ kak ama dm-nya akan segera dibalas ya. mohon ditunggu -dya,netral,ama dibalas
@telkomsel sudah kakk. sebelum saya isi pulsa lagi pulsa saya berkurang 9k,negatif,kakk isi pulsa pulsa berkurang
 hadiah yang bisa kamu dapetin: 1️⃣ kuota 21gb 2️⃣ voucher hotelmurah diskon 10% (maks. rp200 ribu) 3️⃣ voucher zalora diskon 20% (maks. rp100 ribu) 4️⃣ 15 telkomsel poin,positif,hadiah dapetin kuota voucher hotelmurah diskon mak ribu voucher zalora diskon mak ribu poin
stamp berhadiah januari balik lagi! siap bikin januari kamu makin semangat? yuk kumpulin stamp di mytelkomsel setiap hari dan nikmati hadiah spesialnya! https://t.co/dvsiuz8zms,positif,stamp berhadiah januari bikin januari semangat kumpulin stamp mytelkomsel nikmati hadiah spesialnya
@hirunkitten_ naninya ada dua,netral,naninya
@demurephu_ ikut mami kerja ,netral,mami kerja
jujur kaget baru hari pertama masuk tapi rambut orang orang udh kaya bendera lgbt. alias warna warni,netral,jujur kaget masuk rambut orang orang udh kaya bendera lgbt alias warna warni
telkomsel lemot betttt buat main ml,negatif,lemot betttt main ml
ujan begini saatnya beli bakso,netral,ujan beli bakso
@ebonniesr kayak nani kerja bawa anak,netral,kayak nani kerja bawa anak
@dedek_andre2k4 @dedek_andre2k4 kak dedek. mohon maaf atas ketidaknyamanannya. berkenan informasikan nomor telkomsel lokasi tanggal kejadian dan nomor lain yang berkendala sama melalui dm. neira akan bantu perbaiki jaringannya sekaligus rekomendasiin paket promo yang ada di nomor kakak.,positif,dedek ketidaknyamanannya berkenan informasikan lokasi tanggal kejadian neira perbaiki jaringannya rekomendasiin paket promo
pekara internet bikin emosi anjing. wifi kos ama telkomsel janjian ngadat ngentod,negatif,pekara internet bikin emosi anjing wifi ko ama janjian ngadat ngentod
menu umb jebakan sampai kapanpun tak akan bisa di aktifasi krn statusnya cuma jebakan @telkomsel https://t.co/fcgdyug5gi,netral,menu umb jebakan aktifasi krn statusnya jebakan
@d_die87 @eliasdonakopite @triindonesia @d_die87 keren banget deh kak adhie. makasih ya kak udah berlangganan telkomsel -dya,positif,keren adhie berlangganan
@aguesstybear @aguesstybear maaf kak agus untuk kendala pembelian paket infoin nomor hp capture keterangan gagal sama detail paket yang ingin diaktivasi via dm yuk untuk cek lebih lanjut. tks :) -frey,negatif,agus kendala pembelian paket capture keterangan gagal detail paket diaktivasi tks
@telkomsel punya mata gak lu?? baca gak tweet atas gua tulisannya apa?,netral,mata lu baca tweet gua tulisannya
@brayzenminovan walaupun kaya member st12,netral,kaya member st
﹒⪩⪨﹒ wts want to sell jual paket data kuota paketan internet data tsel telkomsel flash full mini malam masa aktif kartu murce harian mingguan bulanan bisa langsung proses habis tf #zonauang https://t.co/mrsz7chizs,netral,wts want to sell jual paket data kuota paketan internet data tsel flash full mini malam aktif kartu murce harian mingguan bulanan langsung prose habis tf
lucu banget ,netral,lucu
@ditjenpajakri @kring_pajak ini verifikasi nomor handphone wajib pajak ga masuk? saya pakai telkomsel,netral,verifikasi handphone wajib pajak masuk pakai
@rubbiesite makasi by yuk berkunjung ke rumah ak,netral,makasi by berkunjung rumah ak
telkomsel apakah lagi error @telkomsel soal mau isi quota di app engga bisa,negatif,error isi quota app engga
@attvre ak bakal kurang kurangin nge twt asbun ,negatif,ak kurangin nge twt asbun
@gyuplushie lha km pulang kpan emg kocak,netral,lha km pulang kpan emg kocak
@trufflzeu thank you nana! aamiin pasti bisa nyusul ,netral,thank you nana aamiin nyusul
jaringan telkomsel ditempat kalian bagus ga sih kok ditempat ku jaringannya ngelag parah dalam semenit itu ada 6 kalian mode pesawat untuk menormalkan jaringannya kalo ga ngelag kali kecewa saya udahan sama layanan telkomsel harga kuota mahal jaringannya ga ada bagusnya.,negatif,jaringan ditempat bagus ditempat ku jaringannya ngelag parah semenit mode pesawat menormalkan jaringannya ngelag kali kecewa udahan layanan harga kuota mahal jaringannya bagusnya
@tetawanann makasi ia kk dey ,netral,makasi kk dey
ini telkomsel kenapa? pulsa ku tiba tiba kesedot padahal baru semalem isi pulsa,netral,pulsa ku kesedot semalem isi pulsa
@brayzenminovan tetep terpesona gw,netral,tetep terpesona gw
@mineeymoe pls gue naik 5kg grgr liburan ........,netral,gue kg grgr liburan
@telkomsel @eliasdonakopite @triindonesia udah dr dulu min pake telkomsel..dari harga kartu perdana 500ribu nelpon pagi² 300rupiah/menit sering dapat majalah simpatizone ,positif,telkomseldari harga kartu perdana ribu nelpon rupiahmenit majalah simpatizone
program digosok hepi telkomsel berhadiah rp1 miliar https://t.co/sbwe87i6sa,netral,program digosok hepi berhadiah miliar
@memet_telkomsel sabar dik masih ada rezeki lain tempat. keep it up bolo!,netral,sabar dik rezeki keep it up bolo
@rcky_lover gak adil,positif,adil
@shbloverpage yakan aahhhh,netral,yakan aahhhh
@cruffinmufin @cruffinmufin baiklah kak nunggu giliran ya -nabil,negatif,baiklah nunggu giliran
@tianjona @tianjona hai kak. untuk informasi dan pengaduan layanan indihome juga bisa langsung menghubungi @indihomecare dengan menyertakan nomor internet serta nama pemilik via dm. -fadel,netral,informasi pengaduan layanan indihome langsung menghubungi menyertakan internet nama pemilik
@triindonesia apaan paketnya sekarang mahal banget..padahal saya pake tri udah 14 tahun sekelas telkomsel aja 65ribu dapat kuota 60gb ,negatif,paketnya mahal bangetpadahal sekelas ribu kuota
telkomsel hadirkan program digosok hepi berhadiah total rp 1 miliar https://t.co/uz1p6x1smv,netral,hadirkan program digosok hepi berhadiah total miliar
liburan tanpa khawatir kehabisan kuota data? dapatkan paket roaming telkomsel dengan diskon 5% saat membeli melalui aplikasi flygaruda. info lengkap: https://t.co/b4f8j4dgk5 #garudaindonesia #becauseyoumatter https://t.co/chjdybwpqi,positif,liburan khawatir kehabisan kuota data dapatkan paket roaming diskon membeli aplikasi flygaruda info lengkap
@telkomsel gak gantian sm provider sebelah. giliranmu bulan depan 🆗️🆗️,netral,gantian sm provider sebelah giliranmu
@manobansavage mohon dipastikan juga providernya menggunakan indosat telkomsel atau xl ya kak. kakak dapat menyampaikan screenshot kendalanya untuk dapat kami cek lebih lanjut. (2/2) tks*dana,negatif,providernya xl screenshot kendalanya tksdana
@hanshvua @hanshvua oke. tungguin di dm ya kak billa :) -zidane,netral,oke tungguin billa
@geanugraha @geanugraha siaap 86 kak gea. neira cek dm-nya sudah masuk ditunggu konfirmasi selanjutnya yaa. makasih ️ -neira,netral,siaap gea neira masuk konfirmasi yaa
@navynaveee @navynaveee kak nave jika aplikasi mytelkomsel berkendala. kakak bisa melakukan clear cache reinstal dan pastikan aplikasi dalam versi terbaru ya. jika masih berkendala infoin no hp telkomsel type perangkat versi os ke dm. makasih. -dya,negatif,nave aplikasi mytelkomsel clear cache reinstal pastikan aplikasi terbaru no type perangkat o
budget tiarap setelah liburan sampe takut nggak bisa internetan? nggak dong! kan ada paket harian yang hemat seharga rp6.500an udah dapet kuota 6gb! lanjut internetan pakai paket harian yang aktifinnya di https://t.co/2zwfckthh0 *s&amp;k berlaku #telkomselprabayar https://t.co/dqwiayoksd,negatif,budget tiarap liburan sampe takut nggak internetan nggak paket harian hemat seharga an dapet kuota internetan pakai paket harian aktifinnya sampk berlaku
@reginasint nomer telkomsel uda lama soalnya ka sin uda myantol ke semua kantor2 jg ga bisa diganti. hpenya single sim card ,netral,nomer uda ka sin uda myantol kantor jg diganti hpenya single sim card
@d_die87 @eliasdonakopite @triindonesia @d_die87 makasih udah terus setia sama telkomsel kak aghie. sehat dan bahagia selalu️ -rasya,positif,setia aghie sehat bahagia
@tibetibetibe1 boleh kak @tibetibetibe1. dm nya akan segera dibalas ya -aci,netral,dibalas
@iyaen_iyun @iyaen_iyun wookey kak rian. neira segera meluncur cek dm-nya. ditunggu yaaa makasih :) -neira,netral,wookey rian neira meluncur yaaa
@tanyakanrl telkom ku mahal banget tapi punya mmi kuu murah @telkomsel,negatif,telkom ku mahal mmi kuu murah
@telkomsel minn cek dm lagi,netral,minn
pitching gd yg tembus ,netral,pitching gd tembus
@maharamiela hhhmmmn koneksinya lambat dari kapan nih kak ella? lokasi kendalanya ini didaerah mana? -dhea,negatif,hhhmmmn koneksinya lambat ella lokasi kendalanya didaerah
@telkomsel sudah sy dm mohon di cek segera,netral,sy
@telkomsel apa hari ini telkomsel lagi ada kendala kah ? soalnya daritadi mau check in kok gabisa gabisa terus ? apakah lagu ada gangguan ?,negatif,kendala kah daritadi check in gabisa gabisa lagu gangguan
telkomsel signal u lemoooooooooot bgt tolong,netral,signal u lemoooooooooot
@siwinasiwini @siwinasiwini haii joan follow up dm dari kakak nih dan boleh ditunggu sebentar. -joan,netral,haii follow up sebentar
bisa-bisanya baby girl gw dikatain ,netral,baby girl gw dikatain
@cloudyinmysky berani jujur itu keren ,positif,berani jujur keren
@retnonitiamalia @retnonitiamalia kak neno dya infoin untuk transfer pulsa maksimal 1jt/hari. jika sudah transfer pulsa sampai 1jt maka kakak bisa mencoba di hari berikutnya ya. makasih -dya,netral,neno dya transfer pulsa maksimal jthari transfer pulsa jt mencoba
@human0oid @human0oid kalau udah berhenti harusnya tidak dapat smsnya lagi ya kak mulyono. jadi biar kami bantu cek lebih lanjut silakan infokan nomor hpnya ke dm. makasih :) -zidane,negatif,berhenti smsnya mulyono infokan hpnya
@urprivatedriv3r hhhmmn kak rai ini baru beli perdana baru? untuk bisa klaim kuota imei baru sesuai syarat ketentuan pastiin kakak udah aktif paket bulanan telkomsel ya -dhea,positif,hhhmmn beli perdana klaim kuota imei sesuai syarat ketentuan pastiin aktif paket bulanan
@dd4ydream @dd4ydream lancar dong kak kan bakalan dilakukan penanganan. micha bantu cek lewat dm yuk buat kendala internetnya. infoin kecamatan dan kota sama nomor hp tanggal waktu kejadian kalo ada 2 nomor lain yang berkendala sama ya. makasih -micha,netral,lancar penanganan micha kendala internetnya kecamatan kota tanggal kejadian
tiap kali mau buka app my telkomsel kok kayak lemot gitu bjir ui/ux jg ga simpel lagi ,negatif,kali buka app my kayak lemot bjir uiux jg simpel
@pistachionaaa ntu tadi pas bales baru pulang ,netral,ntu pa bale pulang
@mineeminee_ @impostor2035 @mineeminee_ micha bantu pilihin paket yang cocok buat kak mine yuk. lanjut ke dm ya infoin nomornya -micha,netral,micha pilihin paket cocok mine nomornya
@bigboss4891 @devilgunitsme @bigboss4891 telkomsel juga punya banyak berbagai macam promo murah dan menarik lain loh. yukk kakak kirimin nomor hpnya ke dm biar joan bisa bantu rekomendasiin :) -joan,positif,promo murah menarik loh yukk kirimin hpnya rekomendasiin
@triindonesia dari pada bikin giveaway benerin tuh jaringan turunin tuh harga paket masa lebih murah harga paket dr @telkomsel ,positif,bikin giveaway benerin jaringan turunin harga paket murah harga paket
@happyyfools @happyyfools sabar ya kak jun dmnya bakalan dibales sesuai antrian. makasih -micha,positif,sabar jun dmnya dibales sesuai antrian
@dewasemur @dewasemur kak abian. mohon maaf ya berkenan informasikan nomor telkomsel dan tanggal kejadiannya melalui dm biar neira bantu cek dan data aman. terima kasih ️ -neira,netral,abian berkenan informasikan tanggal kejadiannya neira data aman
@memuavt yuhuuu kak ata aktifin paket yang mana nih? ️ -ezzi,netral,yuhuuu ata aktifin paket
@iyaen_iyun @iyaen_iyun kak rian gak disaranin buat posting nomor hp di publik karena banyak yang baca. maafin buat keluhan gak bisa internet joan minta tgl kejadian lokasi (kel kec kota) dan kalo ada 2 nomor lain yang mengalami sama dikirim ke dm biar dicek. -joan,negatif,rian disaranin posting publik baca keluhan internet tgl kejadian lokasi kel kec kota mengalami dikirim dicek
@amriambii @vidio @amriambii untuk paket berlangganan video platinum sudah termasuk tayangan serie a ya kak amri. semoga membantu -micha,netral,paket berlangganan video platinum tayangan serie a amri semoga membantu
@pistachionaaa enak bgt jam 1 pls,netral,enak jam
@sukabgtesteh @sukabgtesteh seneng denger jaringannya udah lancar lagi kak. have a nice day -sabil,positif,seneng denger jaringannya lancar have a nice day
@rizalrk03 nomor telkomsel kak rizal nggak diaktifin juga paketannya kah? ️ -ezzi,netral,rizal nggak diaktifin paketannya kah
@ramadhandirsl @ramadhandirsl yah mohon maaf kak dhandi. udah coba restart hp clear cache dan reinstall aplikasi mytelkomsel? kalau masih sama yuk infoin nomor hp sama merk dan tipe hpnya ke dm biar dibantuin ya :) -zidane,negatif,dhandi restart clear cache reinstall aplikasi mytelkomsel merk tipe hpnya dibantuin
@tanyarlfes mangga karna buah sopan,netral,mangga karna buah sopan
@telkomsel sejak kemarin min belum si,negatif,kemarin si
@telkomsel jelek jaringannya,negatif,jelek jaringannya
gblk paket spesial 4g malah tiba² ilang @telkomsel balik ke byu lagi dah gw,negatif,gblk paket spesial g ilang byu dah gw
@ / willest emang boleh ya pamer vc an sama pacar tanpa ajak aku,netral,willest emang pamer vc an pacar ajak
@telkomsel @erickthohir sudah dilalukan pengembalian pulsa ke nomor telkomsel saya . terimaksih min,netral,dilalukan pengembalian pulsa terimaksih
woy telkomsel bgzt u ya. gw udah unreg dr bulan desember tau2 ini muncul lg. percuma anj pulsa gw berkurang. mau lu apa sik @telkomsel https://t.co/imjbpllgm1,netral,woy bgzt u gw unreg desember muncul lg anj pulsa gw berkurang lu sik
beli paket internet 75rb 50gb tapi ternyata 25gbnya itu jaringan khusus 5g sedangkan hp tdk mendukung 5g sebelumnya selalu beli paket yg sama tp gada judul 5gnya ini paketnya bisa diubah dengan jaringan biasa? karna luamyan 22gb:)) @telkomsel https://t.co/sl54arttt7,netral,beli paket internet rb gbnya jaringan khusus g tdk mendukung g beli paket tp gada judul gnya paketnya diubah jaringan karna luamyan
@brayzenminovan gua baru pulang fagh,netral,gua pulang fagh
@telkomsel udah bisa min ternyata di luat ujan lebat,positif,luat ujan lebat
@brayzenminovan cinta lu udh pudar sih bray,netral,cinta lu udh pudar bray
@phuaacoty bisaa. tapi gatau harus pake vpn atau engga. soalnya dia remake ,netral,bisaa gatau vpn engga remake
